title,authors,abstract,keywords,year,venue,pub_type,first_author_country
,"Singh, Paul and Karuparti, Anurag and Maeda, John","Explore Generative AI, the engine behind ChatGPT, and delve into topics like LLM-infused frameworks, autonomous agents, and responsible innovation, to gain valuable insights into the future of AIKey FeaturesGain foundational GenAI knowledge and understand how to scale GenAI/ChatGPT in the cloudUnderstand advanced techniques for customizing LLMs for organizations via fine-tuning, prompt engineering, and responsible AIPeek into the future to explore emerging trends like multimodal AI and autonomous agentsPurchase of the print or Kindle book includes a free PDF eBookBook DescriptionGenerative artificial intelligence technologies and services, including ChatGPT, are transforming our work, life, and communication landscapes. To thrive in this new era, harnessing the full potential of these technologies is crucial. Generative AI for Cloud Solutions is a comprehensive guide to understanding and using Generative AI within cloud platforms. This book covers the basics of cloud computing and Generative AI/ChatGPT, addressing scaling strategies and security concerns. With its help, you’ll be able to apply responsible AI practices and other methods such as fine-tuning, RAG, autonomous agents, LLMOps, and Assistants APIs. As you progress, you’ll learn how to design and implement secure and scalable ChatGPT solutions on the cloud, while also gaining insights into the foundations of building conversational AI, such as chatbots. This process will help you customize your AI applications to suit your specific requirements. By the end of this book, you’ll have gained a solid understanding of the capabilities of Generative AI and cloud computing, empowering you to develop efficient and ethical AI solutions for a variety of applications and services.What you will learnGet started with the essentials of generative AI, LLMs, and ChatGPT, and understand how they function togetherUnderstand how we started applying NLP to concepts like transformersGrasp the process of fine-tuning and developing apps based on RAGExplore effective prompt engineering strategiesAcquire insights into the app development frameworks and lifecycles of LLMs, including important aspects of LLMOps, autonomous agents, and Assistants APIsDiscover how to scale and secure GenAI systems, while understanding the principles of responsible AIWho this book is forThis artificial intelligence book is for aspiring cloud architects, data analysts, cloud developers, data scientists, AI researchers, technical business leaders, and technology evangelists looking to understanding the interplay between GenAI and cloud computing. Some chapters provide a broad overview of GenAI, which are suitable for readers with basic to no prior AI experience, aspiring to harness AI's potential. Other chapters delve into technical concepts that require intermediate data and AI skills. A basic understanding of a cloud ecosystem is required to get the most out of this book.",,2024,"Generative AI for Cloud Solutions: Architect modern AI LLMs in secure, scalable, and ethical cloud environments",book,UNK
The Technology Adoption and Governance of Artificial Intelligence in the Philippines,"Concepcion, Ronnie S. and Bedruz, Rhen Anjerome R. and Culaba, Alvin B. and Dadios, Elmer P. and Pascua, Athena Rosz Ann R.","Artificial intelligence is primed to disrupt our society and the industry. The AI trend of technological singularity is continuously accelerating and is being employed to the different facets of humanity from education, medicine, business, engineering, arts and the like. Government and private companies have been hooked up with this fast pacing technology. AI may displace some non-digital jobs that performs heavy load and repetitive tasks, but it certainly augments labor shortage by realigning the workforce competitiveness to what the technology requires. The diffusion of AI technology is necessary for mental shift of the government and industry leaders to adopt the technology. Research and development is very promising to uplift mankind to faster productivity and positively affect the industries in international perspective. The Philippines is still coping up with the adoption of AI system, but it can steer up globally by strengthening the technology governance of strictly implementing the policies with measures the PDP 2017-2022 and its HNRDA.",Artificial intelligence; Companies; Education; Industries; Market research; Medical services; artificial intelligence; policy; technological singularity; technology adoption; technology governance,2019,"2019 IEEE 11th International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment, and Management ( HNICEM )",inproceedings,UNK
Design of an Ethical Framework for Artificial Intelligence in Cultural Heritage,"Pansoni, Sofia and Tiribelli, Simona and Paolanti, Marina and Frontoni, Emanuele and Giovanola, Benedetta","In recent years Artificial Intelligence (AI) has found its way into the creative and cultural industries, opening up new challenges and opportunities, poorly sufficiently explored today. However, when it comes to culture and creativity, many social and political cost factors should be taken into account. It is crucial to identify the opportunities that AI can offer in terms of the preservation, use, promotion, and accessibility of Cultural Heritage (CH). However, ethical concerns should be outlined when applying AI in cultural settings, such as for the digital replica of official UNESCO heritage sites or an unbiased explanation and interpretation of a work of art. This paper provides a first attempt to define the main ethical findings on this topic and propose it as an ethical framework to assess different risks arising from the use of AI in the CH domain. The application of this disruptive technology in the arts is evaluated through the lens of ethical principles for trustworthy AI and it explores whether the wider accessibility and improved preservation techniques enabled by AI come at some cost in terms of interpretation, social and cultural inclusion, subjectivism, or other forms of bias. The main ethical principles that emerge from the literature for the application of AI in the cultural domain are the following: Shared Responsibility, Meaningful Participation, Explainability, Accessibility, Sustainability, Reliability and Dignity. The findings underline the importance of establishing specific sectoral ethical guidelines for AI in the field of tangible and intangible CH to support and enhance its sustainable development without compromising its values, significance, sense of belonging and strong social impact.",AI Ethics Guidelines; Art; Artificial Intelligence; Artificial intelligence; Costs; Cultural Heritage; Cultural Sustainability; Cultural differences; Digital Transformation; Ethics; Global Justice; Industries; Reliability,2023,"2023 IEEE International Symposium on Ethics in Engineering, Science, and Technology (ETHICS)",inproceedings,UNK
"The Role of Artificial Intelligence in Transforming VLSI Design, Testing, and Manufacturing","Dev, Antora and Fouda, Mostafa M. and Chiu, Steve","This paper discussed the revolutionary potential of Artificial Intelligence (AI) in revolutionizing Very Large Scale Integration (VLSI) technology. By integrating AI methods, including machine learning and reinforcement learning, organically into VLSI processes, the semiconductor technology has addressed age-old issues such as power-performance-area (PPA) optimization, fault detection, and yield prediction. The article showcases actual business case studies of industry leaders like Synopsys, Cadence, NVIDIA, TSMC, and Cerebras Systems, demonstrating how AI has enhanced productivity, reduced complexity, and driven innovation in design, verification, and manufacturing. Concluding on future directions, the paper underlines the pivotal role of AI in designing the future generation of semiconductor technologies, placing it firmly as a cornerstone of modern electronics.",Artificial Intelligence; Artificial intelligence; Complexity theory; Design Automation; Fault detection; Industries; Manufacturing; Optimization; Reinforcement learning; Technological innovation; Testing; VLSI; Very large scale integration,2025,"2025 Intermountain Engineering, Technology and Computing (IETC)",inproceedings,UNK
Developing an AI Readiness Model for Software Project Management: A Thematic Analysis,"Bandara, R.B.M.T. and Wickramarachchi, Ruwan","Integrating emerging technologies, such as Artificial Intelligence (AI), Big Data, and Blockchain, is transforming software project management by optimizing processes, improving quality, and enabling greater automation. AI tools, including Generative AI, Machine Learning, and Natural Language Processing, are increasingly applied across project life cycle stages to address tasks such as resource allocation, stakeholder identification, documentation, and risk management. This study employed a systematic literature review to explore AI applications and key adoption determinants, including technical feasibility, organizational culture, data quality, and leadership support. Additionally, semi-structured interviews with project managers and leaders provided practical insights into organizational preparedness and AI applications. Thematic analysis of the findings identified critical readiness factors, such as technical feasibility, the ability to refine AI outputs, and effective prompt engineering. A comprehensive framework was developed to assess AI readiness across technical, organizational, and human dimensions. The proposed framework offers actionable insights for organizations to evaluate and improve their readiness for AI adoption systematically. This study provides a foundation for enhancing organizational preparedness and driving successful AI implementation by addressing the complexities of integrating AI into software project management.",Artificial intelligence; Automation; Organizations; Project management; Prompt engineering; Resource management; Risk management; Software; Stakeholders; Systematic literature review; artificial intelligence; artificial intelligence adoption; artificial intelligence readiness factors; software project management,2025,2025 5th International Conference on Advanced Research in Computing (ICARC),inproceedings,UNK
"The comparison between Conditional Generative Adversarial Nets and Deep Convolutional Generative Adversarial Network, and its GUI-related application","Li, Xiyan and Zhang, Zikai","In recent years, Generative Adversarial Nets (GAN), Conditional Generative Adversarial Nets (CGAN), and Deep convolutional generative adversarial networks (DCGAN) have generally been well-received in Artificial Intelligence (AI) industry. This paper first briefly introduces the fundamentals of GAN, CGAN, and DCGAN. Next, we focus on comparing two improved GAN variants– CGAN and DCGAN. To be specific, we train them with certain architectural constraints on two datasets – MNIST and Animation images. We show convincing evidence that DCGAN outperforms CGAN in terms of processing image datasets to a large extent. Additionally, we make a Graphical User Interface (GUI), enabling users to choose face photos with different tags generated by DCGAN.",Artificial intelligence; CGAN; DCGAN; Fluctuations; GUI design; Generative adversarial networks; Image synthesis; Industries; Market research; Training,2021,2021 2nd International Conference on Big Data & Artificial Intelligence & Software Engineering (ICBASE),inproceedings,UNK
Embracing AI in Education,"Shah, Priten","Summary <p>In response to the rapid development of artificial intelligence (AI), during the 2022&#x2013;2023 school year, educators voiced concerns over plagiarism, cheating, and the futility of many of their traditional assignments. Conventional plagiarism detection methods became obsolete as generative AI produced individual responses for each student. The development of generative AI technology offers a path to offloading much of the workload that happens behind the scenes of instructional time. AI can help outline curriculum, draft lesson plans, generate assessments, and draft communication and feedback for teachers. One of the fears echoing from most industries is about the future of the workforce in the age of AI. This chapter offers a framework for thinking about how to integrate AI into the educational systems. As AI technologies continue to advance and become more prevalent, educators will need to be prepared to show examples of successful AI integration in education and preemptively answer questions and concerns from stakeholders.</p>",Artificial intelligence; Education; Ethics; Faces; Generative AI; Navigation; Plagiarism; Planning; Protocols; Writing,2023,AI and the Future of Education: Teaching in the Age of Artificial Intelligence,inbook,UNK
Reflection on the use of Generative Language Models as a Tool for Teaching Design,"do Amaral, Inês","Design education is undergoing a technological revolution with the integration of Chat GPT into the learning process being one of the most promising innovations. This article explores how this revolutionary technology can have an impact on the teaching of design, providing students and professors with a tool to improve creativity, efficiency and the quality. The aim of this article is to reflect on the importance of using chat GPT in the teaching of design methodology so that in the future we can outline some strategies for effectively incorporating it into the curriculum for teaching design, giving some examples of how teachers can guide students to use the technology ethically and efficiently in their processes. This represents an exciting opportunity to transform the way students learn design. With due caution, it can become a valuable tool for inspiring the next generation of designers and driving innovation in the field of design.",Chat GPT; Design; Design methodology; Education; Ethics; Generative Artificial Intelligence Models; Learning (artificial intelligence); Methodologies; Reflection; Technological innovation; Transforms,2024,2024 IEEE World Engineering Education Conference (EDUNINE),inproceedings,UNK
From ChatGPT to Sora: Analyzing Public Opinions and Attitudes on Generative Artificial Intelligence in Social Media,"Feng, Wenyan and Li, Yuhang and Ma, Chunhao and Yu, Lisai","This study examines public opinions, emotional tendencies, and psychological linguistic characteristics associated with the launch of OpenAI’s ChatGPT and the advanced video generation model, Sora, by analyzing discussions on the Chinese social media platform Weibo. A total of 24,727 valid user-generated texts (1,762,296 words) were collected and analyzed using Python and its associated APIs. Word co-occurrence network analysis, topic modeling based on Latent Dirichlet Allocation (LDA), and emotional characteristics based on the DLUT Emotion Ontology and psycholinguistic analyses based on the Linguistic Inquiry and Word Count (LIWC) dictionary were employed to explore public views on these generative AI technologies. The findings reveal a shift in public focus over time, from initial excitement about technological advancements to growing interest in commercialization, labor, education, ethics, and global competition. The public’s emotional responses to AI were a mix of excitement and apprehension. The study identifies seven distinct emotional types, providing a nuanced understanding of public psychological reactions, which contrasts with previous binary classifications. This research contributes valuable insights for policymakers, businesses, and researchers, highlighting the public’s evolving acceptance of generative AI technologies.",Analytical models; Artificial intelligence; Blogs; ChatGPT; Chatbots; Ethics; Generative AI; Generative artificial intelligence; Psychology; Sentiment analysis; Social networking (online); Text mining; psycholinguistics; sentiment analysis; sora; topic modeling,2025,IEEE Access,article,UNK
16 Exploring the potential of artificial intelligence in wireless sensor networks,"Gunturu, Vijaya and Singh, Charanjeet and Patankar, Nikhil S. and Praveena, S.","In various monitoring, tracking, and control applications, wireless sensor networks (WSNs) are gaining popularity. To fully utilize the promise of WSNs in various applications, two significant challenges - power efficiency and scalability - must be overcome. Recent developments in artificial intelligence (AI) methods, such as deep learning, machine learning (ML), and reinforcement learning, present fresh perspectives and development opportunities for WSNs to make wise decisions and effectively use resources. For example, AI-based techniques can enable WSNs to learn the underlying patterns and trends in the data streams exchanged among different sensor nodes, and choose optimal parameters for efficient data collection and analysis.",Artificial intelligence; Machine learning algorithms; Monitoring; Optimization; Sensors; Supervised learning; Temperature measurement; Temperature sensors; Wireless communication; Wireless sensor networks,2024,"Toward Artificial General Intelligence: Deep Learning, Neural Networks, Generative AI",inbook,UNK
SOP-GPT: A Framework for AI Agents Based on Artificial Intelligence-Generated Content,"Chen, Chorng-Ming and Lin, I-Long","The advancements in automated problem-solving were explored by the agents of Artificial Intelligence (AI)Generated Content (AIGC). Although existing AIGC-based AI Agent systems can solve simple tasks, it is complicated to handle complex tasks due to inconsistent work logic. In this research, the operating mechanism of AI Agents was dissected to elucidate why AIGC is suitable as the foundation for AI Agents. Based on this technology, we proposed an AI Agent framework named SOP-GPT which has integrated the concept of Standard Operating Procedures (SOP) from human workflow into AI Agents. SOP-GPT comprises three main elements: process, role, and skills. By combining the generative capability of AIGC with human SOP mechanisms, the quality of generation was enhanced to meet the expectations of human work requirements. We further explored how to assemble an AIGC engineering process for the division of labor and collaboration methods between various functional departments or units in enterprises in this framework. This research results provide a perspective for human management experience to enhance the capabilities of AI Agents and provide direction for future research.",AI agent; Artificial Intelligence generated content; Artificial intelligence; Collaboration; Inspection; Problem-solving; Standards; Task analysis; Technological innovation; automated problem-solving; standard operating procedure; workflow,2024,2024 IEEE 7th Eurasian Conference on Educational Innovation (ECEI),inproceedings,UNK
Saudi Arabia's Vision 2030: Leveraging Generative Artificial Intelligence to Enhance Software Engineering,"Albaroudi, Elham and Mansouri, Taha and Hatamleh, Mohammad and Alameer, Ali","This research explores the transformative role of Generative Artificial Intelligence (GenAl) for the Kingdom of Saudi Arabia (KSA) software developers. KSA is transforming from an oil-dependent economy to a diversified one to achieve Vision 2030. Technological advancement is among the strategic objectives of the Kingdom, facilitating the achievement of the ambitious vision. GenAl's ability to undertake tasks like code generation, debugging, and documentation may threaten developers whose jobs could be replaced. However, instead of replacing software engineers, GenAl will create more opportunities for programmers, increase the demand for more experienced developers, and evolve the role of software engineers. While the benefits of GenAl in software engineering are immense, the Kingdom should address the ethical challenges, inadequate transparency, accountability problems, and data privacy issues. This paper recommends the establishment of a National AI Ethics Board, the government to mandate explainable AI (XAI), investments in more localised models like the Arabic Large Language Model (ALLaM), extensive training for GenAl engineers, cross-sector collaboration, and continuous monitoring.",Artificial intelligence; Artificial intelligence (AI); Data privacy; Diversification; Ethics; Explainable AI; Generative AI; Soft-ware engineering; Software; Software development management; Software engineering; Software measurement; Technology; Training; Vision 2030,2025,2025 Eighth International Women in Data Science Conference at Prince Sultan University (WiDS PSU),inproceedings,UNK
Empowering SMEs “Harnessing the Potential of Gen AI for Resilience and Competitiveness”,"Carayannis, Elias G. and Dumitrescu, Roman and Falkowski, Tommy and Zota, Nikos-Rigert","This study investigates how generative artificial intelligence (Gen AI) can enhance the resilience and competitiveness of small and medium enterprises (SMEs). The central question addressed is: How can SMEs leverage Gen AI to navigate challenges and capitalize on opportunities in an evolving digital landscape? We argue that Gen AI offers transformative potential for SMEs by automating processes, enhancing decision-making and fostering innovation, thereby improving their ability to adapt and thrive amidst market uncertainties. Through a comprehensive analysis of SMEs and Gen AI, this article underscores the importance of strategic AI integration, addresses the associated challenges, and provides policy recommendations to support SMEs in harnessing AI for sustainable growth. By exploring real-world examples and theoretical insights, we aim to equip SMEs with the directions, actions, and strategies necessary to succeed in the Gen AI era.",AI integration; AI-driven innovation; Artificial intelligence; Chatbots; Decision making; Enterprise resource planning; Generative AI; Innovation management; Navigation; Resilience; SME resilience; Technology acceptance model; generative artificial intelligence (Gen AI); small and medium enterprise (SME) growth; technological adaptation,2024,IEEE Transactions on Engineering Management,article,UNK
Generative Adversarial Neural Network for Creating Photorealistic Images,"Striuk, Oleksandr and Kondratenko, Yuriy and Sidenko, Ievgen and Vorobyova, Alla","This paper is focused on studying the Generative Adversarial Neural Network (GAN or GANN) as an implement for creating diverse functional samples, particularly photorealistic images (graphic, molecular, etc.). The paper considers available existing methods and approaches for designing and algorithmization the current class of networks, also the effectiveness of different types of formed architectures with various combinations using the example of handwritten digits creation as one of the photorealistic images. The paper examines an applied value of the generative adversarial neural network as an implementation of the complex paradigm of artificial intelligence. The results of the study demonstrate the efficiency of the GAN technology in designing samples of various types and categories of complexity",Artificial intelligence; Complexity theory; Generative adversarial networks; Market research; Multitasking; Neural networks; Prototypes; artificial intelligence; generative adversarial network; handwritten digits; neural network; sample,2020,2020 IEEE 2nd International Conference on Advanced Trends in Information Theory (ATIT),inproceedings,UNK
Role of Artificial Intelligence in Agriculture: An Analysis and Advancements With Focus on Plant Diseases,"Rani, Ruchi and Sahoo, Jayakrushna and Bellamkonda, Sivaiah and Kumar, Sumit and Pippal, Sanjeev Kumar","The increased demand for food is accelerating plant diseases globally. Hence, a manual process of detection of plant diseases is almost impossible. Artificial intelligence (AI) can offer several solutions to farmers’ problems. AI is facile to mitigate farmer’s agriculture challenges. With the unpredictable changing climate, plants are often affected by several diseases where AI can play an important role. AI techniques such as Machine learning and deep Learning have been employed in literature to detect, predict, and design recommendation systems for plant diseases. Significant work has been done in this area in the last two decades, which can change farmer’s lives in the coming years. This paper presents a systematic multi-fold survey and analysis of such work focusing on recent AI techniques developed to combat plant diseases. This article discusses various challenges faced by farmers and their AI solutions. It analyzes several applications of AI in agriculture and current trends. Recent advancements in AI for plant disease detection, like Identification Model Improvement (IMI), Few Shot Learning (FSL), Generative Adversarial Networks (GANs), and Self Supervised Learning (SSL), are also discussed in this article. Several challenges while employing AI in plant disease detection are also discussed in this article. It will serve researchers as a valuable document for further research to solve farmer’s issues.",Agriculture; Artificial intelligence; Crops; Deep learning; Diseases; IoT; Machine learning; Plant diseases; Plants (biology); Self-supervised learning; Smart agriculture; Social factors; Surveys; deep learning; disease; machine learning; plant; self supervised learning; smart farming,2023,IEEE Access,article,UNK
"Artificial intelligence in education, issues and potential of use in the teaching process","Gabriska, D. and Pribilova, K.","These instructions give you basic guidelines for preparing camera-ready papers for conference proceedings. In the modern educational space, artificial intelligence (AI) is increasingly explored. The application of generative artificial intelligence in the learning process is a current trend. It has a high potential for prospective solutions in the field of educational development. The development and spread of technology is transforming teaching methods and resources. However, it inevitably brings about a transformation of the approach to the teaching process from the point of view of both students and teachers. The introduction of new technologies into the field of education provides space for professional discussions. These discussions are mainly based on the analysis of the use of artificial intelligence in the educational environment or the scientific community. Artificial intelligence is getting more and more into learning processes. At the same time, it is oriented towards both the student and the teacher. Identification and comparison of expert opinions and scientific approaches are underway. This makes it possible to present a promising vision of the processes of integration of generative artificial intelligence into education This makes it possible to push a new direction in the processes of integrating generative artificial intelligence into education. The forecast and analysis of the use of generative artificial intelligence in the university environment is carried out on the basis of current preferences. From this, it follows that artificial intelligence is a functional tool that allows to optimization of many different operations. These operations contribute to the organization of an effective educational process. The increasing speed of introducing new technologies into education or research determines the direction of future education in the world.",Education; Learning (artificial intelligence); Organizations; Real-time systems; Space technology; Standards organizations; Training,2023,2023 21st International Conference on Emerging eLearning Technologies and Applications (ICETA),inproceedings,UNK
"HAASF: a Hybrid Adaptive AI Security Framework Leveraging Reinforcement Learning, GANs, and Swarm Intelligence for Resilient IoT Ecosystems","Vemuri, Lakshmi Chaitanya and Kumar, G. Kishor","The pervasive spread of Internet of Things (IoT) devices has borne increasing security risk, with static defense falling to dynamic, smart attacks. The Hybrid Adaptive AI Security Framework (HAASF), a novel framework that combines reinforcement learning (RL), generative adversarial networks (GANs), and swarm intelligence (SI) to provide strong, adaptive security for IoT ecosystems, is what this paper offers. HAASF employs a DQN-based RL defender to acquire dynamic defense prioritization, GANs for strong proactive learning through realistic attack model generation, and PSO-induced SI for IoT node distributed threat mitigation. Evaluated on an NS-3 simulated testbed smart home with 50 devices of diverse hardware, HAASF was compared with five types of attacks, i.e., DDoS, Man-in-the-Middle, Sybil, Data Tampering, and Replay attacks. Against baselines—single RL, signature-based IDS, and CNN-based anomaly detection—HAASF achieved a 95% detection rate, 4% false positive rate, 1.9-second response time, and 40 mW energy consumption. These are HAASF's capabilities in new threat detection, predicting attack patterns, and resource optimization combined against traditional IoT defenses. Through the combination of hybrid AI approaches, HAASF offers scalable, energy-efficient, and responsive security upon which scalable IoT systems can be based in increasingly interconnected and vulnerable systems.",Adaptive systems; Artificial Intelligence; Artificial intelligence; Cybersecurity; Ecosystems; Generative Adversarial Networks; Generative adversarial networks; Internet of Things; Internet of Things (IoT); Intrusion Detection; Optimization; Particle swarm optimization; Reinforcement Learning; Reinforcement learning; Smart homes; Swarm Intelligence; Time factors,2025,"2025 International Conference on Computational Robotics, Testing and Engineering Evaluation (ICCRTEE)",inproceedings,UNK
Using Deep Learning Techniques for Diagnosis & Treatment with COVID-19 & AI Technology,"Kaur, Saranjeet and Kaur, Mansirat","The COVID-19 epidemic has caused an unprecedented level of difficulty for the entire world, stopping life and taking thousands of lives. Since COVID-19 has spread to 212 countries and territories and has resulted in 5,212,172 infected cases and 334,915 fatalities, it continues to pose a serious threat to public health. This study proposes a solution to battle the infection using Artificial Intelligence. It has been shown that some Deep Learning techniques, including Long-Short Term Memory, Extreme Learning Machines, and Generative Adversarial Networks, can accomplish this goal. It is informatics techniques in various informational facets from numerous structured & unstructured Data-Sources are combined to produce user-friendly platforms for medical professionals & researchers. The primary benefit of these AI-based platforms is that they speed up the process of diagnosing and treating COVID-19 illness. The most recent related publications and medical reports were examined in order to identify network sources & objectives that might assist in the construction of a feasible Artificial Neural Network based solution for COVID-19 issues.",Artificial Intelligence; Artificial intelligence; Bioinformatics; Biomedical Informatics; COVID-19; Deep Learning; Deep learning; Diagnosis; Generative adversarial networks; Machine Learning; Recurrent neural networks; Refining; Sociology; Therapy,2022,2022 11th International Conference on System Modeling & Advancement in Research Trends (SMART),inproceedings,UNK
Evaluating Non-Expert Stakeholder Interaction with Artificial Intelligence on Energy Urban Domain Using VIRTSI: The Case of ChatGPT,"Tsihrintzis, George A. and Sarmas, Elissaios and Marinakis, Vangelis and Panagoulias, Dimitrios and Tsihrintzi, Evangelia-Aikaterini and Virvou, Maria","This paper investigates the interaction of non-expert stakeholders with Artificial Intelligence (AI) in the energy urban domain, using the VIRTSI model and focusing on the capabilities of ChatGPT. VIRTSI (Variability and Impact of Reciprocal Trust States towards Intelligent systems), is a rigorous computational model for human-AI Interaction that simulates human trust states, spanning from overtrust to distrust, through user modelling and quantifies the efficiency of the interaction in VIRTSI-adapted confusion matrices. The research employed an 16-question survey, evaluating the accuracy and usefulness of ChatGPT's responses regarding energy consumption, cost-effective solutions, and renewable energy production for residential buildings in Greece. Each answer was assessed by human stakeholders who were non-expert in the energy Urban Domain (e.g house owners, building managers, etc.), who either accepted or rejected the responses based on validation processes. The analysis highlighted key aspects such as repetition, specification, and objections in the interaction with ChatGPT, offering insights into the effectiveness of AI in supporting energy-related decisions. The findings reveal that while AI can provide valuable information, user validation and expert consultation are critical for practical implementation. This highlights both the potential and limitations of integrating AI tools like ChatGPT in enhancing non-expert stakeholder engagement and decision-making in urban energy management, emphasizing the ongoing need for human expert involvement.",Accuracy; Artificial Intelligence; Artificial intelligence; Buildings; ChatGPT; Chatbots; Computational modeling; Decision making; Energy; Energy management; Generative AI; Human-AI Interaction; Human-centered AI; Large Language Models (LLMs); Renewable energy sources; Stakeholders; Surveys; e-Iearning; user modelling,2024,"2024 15th International Conference on Information, Intelligence, Systems & Applications (IISA)",inproceedings,UNK
"Artificial Intelligence Chatbots and Social Robots in Education: FEPER Framework for Efficiency, Pedagogical and Ethical Requirements","Virvou, Maria and Tsihrintzis, George A.","Artificial Intelligence (AI) chatbots and social robots, when incorporated into educational settings, have the potential to significantly transform the learning experience, particularly by providing more personalised, one-on-one attention to students. However, deploying such technology in classrooms also presents challenges. These include unresolved issues related to human-AI interaction, pedagogy and theories, human oversight, data privacy, transparency, accuracy and trust. This paper explores the development of a comprehensive framework aimed at enhancing the efficiency, pedagogical effectiveness, and ethical use of AI-driven educational tools, focusing on social robots and chatbots. The framework addresses important factors such as interaction quality, requirements engineering strategies, and the alignment of AI functionalities with educational goals. It also examines ethical concerns, including data security, user transparency, and trustworthiness. By reviewing recent literature on social robots and chatbots and incorporating emerging ethical considerations alongside long-standing educational objectives, this research aims at establishing a holistic framework, FEPER, of best practices and requirements. The findings offer valuable insights for educators, policymakers, and developers aiming to create more dynamic, personalised, and ethical educational environments using AI technology.",AI in education; Artificial Intelligence; Best practices; ChatGPT; Chatbots; Data privacy; Data security; Ethics; Focusing; Generative AI; Human-AI Interaction; Human-centered AI; Large Language Models (LLMs); Learning (artificial intelligence); Requirements engineering; Social robots; Transforms; chatbots; e-learning; educational software; requirements; social robots; user modelling,2024,"2024 15th International Conference on Information, Intelligence, Systems & Applications (IISA)",inproceedings,UNK
Exploring the Frontiers of Unsupervised Learning Techniques for Diagnosis of Cardiovascular Disorder: A Systematic Review,"Priyadarshi, Rahul and Ranjan, Rakesh and Kumar Vishwakarma, Anish and Yang, Tiansheng and Singh Rathore, Rajkumar","Accurate diagnosis and treatment of cardiovascular diseases require the integration of cardiac imaging, which provides crucial information about the structure and function of the heart to improve overall patient care. This review explores the role of Artificial Intelligence (AI) in advancing cardiac imaging analysis, with a focus on unsupervised learning methods. Unlike supervised AI systems, which rely on annotated datasets, the use of unsupervised learning proves to be a game-changer. It effectively tackles issues related to limited datasets and sets the stage for scalable and adaptive solutions in cardiac imaging. This paper gives a comprehensive overview of the limitations of traditional methods and the potential of unsupervised AI in overcoming challenges related to dataset scarcity through an extensive literature review and analysis of unsupervised algorithms, including clustering techniques, dimensionality reduction, and generative models. This review study highlights the contributions of unsupervised techniques for enhancing diagnostic accuracy and efficiency in cardiac imaging. By comparing unsupervised and supervised methods, the paper aims to explain the benefits and limitations of each approach, offering valuable insights for advancing AI integration in cardiac healthcare. The findings are expected to guide future research and development, leading to innovative advancements in cardiovascular diagnostics.",Artificial intelligence; Biomedical imaging; Cardiovascular diseases; Clustering algorithms; Data augmentation; Diseases; Generative adversarial networks; Heart; Unsupervised learning; cardiac imaging; cardiovascular disorder; data augmentation; generative models; unsupervised learning,2024,IEEE Access,article,UNK
Digital Creative Product Design based on Hyper Parameter Tuned Deep Convolutional Neural Network using Artificial Intelligence Images,"Jin, Ying","Artificial Intelligence (AI) image generation techniques have proved to be potential techniques in the development of the digital creative product design. However, integrating digital culture with modernity while classifying AI image generation technology was a major concern. In this research, the hyper parameter tuned Deep Convolutional Neural Network with Stochastic Gradient (DCNN-SGD) is proposed to overcome these drawbacks, by classifying $A I$ images of product design. The open source AI images are collected and pre-processed to achieve noise free images by applying Gaussian filter. The pre-processed images are then fed to the CNN to extract features. The creative product design process is analysed which includes research and analysis, design expression and the final evaluation. The DCNN with convolutional, pooling and fully connected layers are used for the classification and identification of cultural symbols. For the effective identification of cultural heritage, the hyperparameters of the DCNN are finetuned with SGD. The experimental results showed that the proposed DCNN-SGD achieved better performance with classification accuracy of $\mathbf{9 8. 6 7 \%}$, precision of $\mathbf{9 5. 7 7 \%}$, and recall of $94.26 \%$ when compared to the existing methods improved Backpropagation Neural Network (BPNN) and Artificial Neural Network (ANN).",Accuracy; Artificial intelligence; Convolutional neural networks; Cultural differences; Feature extraction; Image synthesis; Noise; Product design; Symbols; Three-dimensional displays; artificial intelligence; deep convolutional neural network; digital creative products design; hyperparameter tuning; stochastic gradient descent,2024,"2024 First International Conference on Software, Systems and Information Technology (SSITCON)",inproceedings,UNK
Generative AI for Custom Fashion Design Integrating AI with E Commerce Platforms,"Jabade, Vaishali and Shrivastav, Harsh and Harak, Nikita and Jadhav, Akanksha","The Fashion Design Platform and its core innovation in this web application using Generative AI to produce unique fashion designs using Stability Diffusion. Users can further dress clothes on various bodies according to properties such as skin color and size and height. It has three different AI models- a text-to-image model, to produce designs based on given descriptions; an image-to-image model, to transform any existing designs into new ones with the click of a button; and a simulator, which enables the user to imagine her custom designs on any number of body types. It is also allied with Flipkart, allowing users to choose clothing items and alter them with AI-generated designs. This integration of fashion and technology would offer a customer-specific, interactive shopping experience where creativity and the advanced capabilities of AI come together to allow users to design, visualize, and personalize a fashion item according to their style.",Artificial Intelligence (AI); Creativity; Data visualization; Fashion Design; Generative AI; Image color analysis; Industries; Personalized Clothing; Skin; Stability Diffusion; Stability analysis; Technological innovation; Text to image; Transforms,2024,2024 5th International Conference on Data Intelligence and Cognitive Informatics (ICDICI),inproceedings,UNK
